transaction_id,customer_id,date,amount,currency,transaction_type,country,merchant_category,is_fraud,fraud_score
TXN0000044,CUST00028,2023-10-14 06:30:00,771.28,USD,POS,RU,Crypto Exchange,0,12.74
TXN0000045,CUST00147,2023-01-08 06:59:00,1437.56,USD,Cash Deposit,IN,Healthcare,0,36.05
TXN0000046,CUST00386,2023-12-23 19:45:00,674.95,USD,Cash Withdrawal,IN,Gaming,0,35.29
TXN0000047,CUST00043,2023-05-25 12:29:00,31.98,USD,POS,UK,Restaurant,0,0.0
TXN0000048,CUST00132,2023-08-29 10:58:00,134.72,USD,Cash Withdrawal,DE,Crypto Exchange,0,18.02
TXN0000049,CUST00001,2023-04-24 23:09:00,687.07,USD,Cash Withdrawal,US,Travel,0,42.63
TXN0000050,CUST00332,2023-04-11 10:14:00,14579.76,USD,Cash Withdrawal,UK,Healthcare,0,21.29
TXN0000051,CUST00364,2023-12-02 21:21:00,332.45,USD,ACH,CN,Travel,0,0.0
TXN0000052,CUST00361,2023-03-28 23:50:00,97.89,USD,Online Transfer,CN,Gaming,0,48.55
TXN0000053,CUST00259,2023-04-05 17:41:00,101.77,USD,Online Transfer,CN,Retail,0,11.75
TXN0000054,CUST00494,2023-01-04 13:08:00,76.33,USD,Online Transfer,US,Gaming,0,0.0
TXN0000055,CUST00358,2023-01-05 06:32:00,14260.38,USD,Wire Transfer,RU,Restaurant,0,41.6
TXN0000056,CUST00456,2023-01-09 00:34:00,196.15,USD,Cash Withdrawal,RU,Retail,0,55.96
TXN0000057,CUST00475,2023-05-21 17:18:00,4.79,USD,Wire Transfer,CN,Healthcare,0,38.21
TXN0000058,CUST00004,2023-02-19 16:09:00,2447.46,USD,ACH,US,Restaurant,0,1.97
TXN0000059,CUST00081,2023-07-01 08:50:00,11.85,USD,POS,UK,Restaurant,0,0.0
TXN0000060,CUST00003,2023-04-26 09:43:00,1812.88,USD,ACH,AE,Retail,0,30.83
TXN0000061,CUST00367,2023-11-29 01:05:00,2225.81,USD,Online Transfer,AE,Travel,0,26.94
TXN0000062,CUST00136,2023-02-12 15:54:00,688.75,USD,Wire Transfer,RU,Healthcare,0,50.46
TXN0000063,CUST00161,2023-02-18 16:58:00,90.93,USD,Cash Deposit,CN,Restaurant,0,46.65
TXN0000064,CUST00414,2023-02-08 21:59:00,2970.48,USD,Cash Withdrawal,UK,Restaurant,0,21.82
TXN0000065,CUST00141,2023-04-02 10:01:00,4981.77,USD,POS,RU,Travel,0,37.91
TXN0000066,CUST00096,2023-06-03 05:36:00,619.42,USD,Cash Withdrawal,IN,Healthcare,0,16.81
TXN0000067,CUST00280,2023-10-04 10:24:00,2183.53,USD,Cash Withdrawal,RU,Travel,1,65.19
TXN0000068,CUST00098,2023-06-27 01:06:00,32.7,USD,Wire Transfer,CN,Healthcare,0,24.51
TXN0000069,CUST00132,2023-11-11 19:25:00,29.68,USD,Wire Transfer,UK,Healthcare,0,28.72
TXN0000070,CUST00088,2023-07-02 17:24:00,302.05,USD,Cash Withdrawal,CN,Travel,0,18.28
TXN0000071,CUST00411,2023-02-13 19:18:00,9914.18,USD,POS,RU,Gaming,0,59.7
TXN0000072,CUST00128,2023-11-21 04:47:00,771.68,USD,Cash Withdrawal,RU,Crypto Exchange,0,39.91
TXN0000073,CUST00448,2023-06-07 14:23:00,523.68,USD,Wire Transfer,US,Money Transfer,0,20.33
TXN0000074,CUST00049,2023-09-20 13:06:00,61.61,USD,Cash Withdrawal,CN,Crypto Exchange,0,15.37
TXN0000075,CUST00370,2023-11-03 10:55:00,49.48,USD,POS,US,Retail,0,0.0
TXN0000076,CUST00199,2023-05-05 18:33:00,41.73,USD,Online Transfer,IN,Money Transfer,0,5.48
TXN0000077,CUST00320,2023-06-04 08:31:00,7245.18,USD,ACH,US,Crypto Exchange,0,3.68
TXN0000078,CUST00306,2023-07-04 08:15:00,3954.69,USD,Cash Withdrawal,BR,Money Transfer,0,24.8
TXN0000079,CUST00248,2023-08-23 03:08:00,6119.24,USD,POS,NG,Restaurant,0,26.79
TXN0000080,CUST00138,2023-06-18 14:21:00,592.55,USD,Cash Withdrawal,BR,Healthcare,0,42.96
TXN0000081,CUST00069,2023-03-11 09:20:00,4.53,USD,Online Transfer,AE,Gaming,0,12.71
TXN0000082,CUST00183,2023-05-30 23:44:00,82.45,USD,Cash Withdrawal,IN,Restaurant,0,40.69
TXN0000083,CUST00099,2023-05-24 12:23:00,4445.78,USD,ACH,UK,Restaurant,0,9.72
TXN0000084,CUST00040,2023-10-09 00:46:00,97.2,USD,ACH,RU,Travel,0,43.45
TXN0000085,CUST00338,2023-05-30 22:04:00,486.66,USD,ACH,DE,Money Transfer,0,7.48
TXN0000086,CUST00198,2023-05-04 08:42:00,1323.63,USD,ACH,NG,Money Transfer,0,8.83
TXN0000087,CUST00438,2023-11-03 15:37:00,65.5,USD,Cash Withdrawal,US,Travel,0,10.35
TXN0000088,CUST00453,2023-07-04 22:57:00,1819.71,USD,Cash Withdrawal,CN,Restaurant,0,26.94
TXN0000089,CUST00348,2023-02-25 07:42:00,43.37,USD,Online Transfer,IN,Restaurant,0,0.0
TXN0000090,CUST00088,2023-07-24 10:50:00,571.82,USD,Online Transfer,RU,Retail,0,19.81
TXN0000091,CUST00175,2023-09-19 23:33:00,1352.66,USD,Wire Transfer,UK,Crypto Exchange,0,15.75
TXN0000092,CUST00217,2023-12-14 18:44:00,532.4,USD,Cash Withdrawal,DE,Crypto Exchange,0,14.56
TXN0000093,CUST00072,2023-06-01 13:58:00,1489.96,USD,Wire Transfer,CN,Gaming,0,44.82
TXN0000094,CUST00255,2023-08-22 06:33:00,315.23,USD,Cash Deposit,UK,Money Transfer,0,28.82
TXN0000095,CUST00496,2023-12-23 14:20:00,285.01,USD,Wire Transfer,DE,Retail,0,52.76
TXN0000096,CUST00298,2023-12-13 05:59:00,526.56,USD,Cash Deposit,NG,Gaming,0,46.24
TXN0000097,CUST00116,2023-03-23 10:35:00,189.27,USD,POS,US,Travel,0,0.0
TXN0000098,CUST00125,2023-12-03 13:25:00,22.58,USD,ACH,US,Restaurant,0,24.97
TXN0000099,CUST00142,2023-08-08 12:00:00,145.18,USD,ACH,DE,Healthcare,0,0.0
TXN0000100,CUST00315,2023-10-02 05:23:00,173.65,USD,Wire Transfer,NG,Money Transfer,0,38.48
TXN0000101,CUST00096,2023-09-08 16:40:00,872.57,USD,Wire Transfer,UK,Retail,0,16.15
TXN0000102,CUST00211,2023-08-23 19:11:00,540.17,USD,Cash Deposit,UK,Travel,0,29.14
TXN0000103,CUST00310,2023-10-30 02:43:00,55.26,USD,Cash Deposit,IN,Gaming,0,33.34
TXN0000104,CUST00376,2023-09-19 12:26:00,18.49,USD,Cash Deposit,RU,Restaurant,0,48.73
TXN0000105,CUST00018,2023-09-07 20:34:00,472.88,USD,Cash Withdrawal,DE,Restaurant,0,14.99
TXN0000106,CUST00297,2023-03-13 05:20:00,73.62,USD,ACH,CN,Restaurant,0,6.5
TXN0000107,CUST00259,2023-01-05 15:08:00,250.51,USD,Wire Transfer,MX,Travel,0,23.33
TXN0000108,CUST00252,2023-09-09 13:45:00,72.72,USD,Cash Withdrawal,DE,Money Transfer,0,49.26
TXN0000109,CUST00447,2023-01-16 07:18:00,128.13,USD,ACH,US,Healthcare,0,26.99
TXN0000110,CUST00382,2023-09-11 17:32:00,38.77,USD,Cash Withdrawal,CN,Retail,0,21.46
TXN0000111,CUST00007,2023-07-07 17:52:00,1633.18,USD,Cash Deposit,BR,Gaming,0,20.72
TXN0000112,CUST00113,2023-12-01 07:19:00,70.85,USD,Cash Withdrawal,US,Retail,0,3.12
TXN0000113,CUST00409,2023-02-14 14:55:00,1723.79,USD,Cash Withdrawal,UK,Healthcare,0,37.28
TXN0000114,CUST00256,2023-06-29 22:39:00,631.73,USD,Online Transfer,NG,Gaming,0,24.34
TXN0000115,CUST00018,2023-04-16 06:51:00,118.15,USD,POS,US,Restaurant,0,8.66
TXN0000116,CUST00162,2023-12-27 09:18:00,352.84,USD,ACH,UK,Healthcare,0,3.39
TXN0000117,CUST00280,2023-12-14 03:08:00,139.87,USD,POS,AE,Crypto Exchange,1,72.07
TXN0000118,CUST00283,2023-03-09 07:09:00,38.57,USD,Online Transfer,US,Healthcare,0,0.0
TXN0000119,CUST00388,2023-12-13 12:31:00,368.16,USD,ACH,BR,Money Transfer,0,8.87
TXN0000120,CUST00161,2023-02-17 12:32:00,7.6,USD,Cash Withdrawal,US,Travel,0,51.02
TXN0000121,CUST00489,2023-09-07 10:37:00,103.77,USD,Cash Deposit,DE,Travel,0,37.25
TXN0000122,CUST00111,2023-12-24 11:54:00,172.25,USD,Cash Withdrawal,NG,Restaurant,0,45.27
TXN0000123,CUST00442,2023-08-08 06:31:00,161.67,USD,Cash Withdrawal,US,Restaurant,0,17.82
TXN0000124,CUST00312,2023-09-06 10:57:00,578.14,USD,ACH,CN,Retail,0,18.65
TXN0000125,CUST00024,2023-08-24 00:07:00,929.97,USD,Wire Transfer,US,Money Transfer,0,35.3
TXN0000126,CUST00256,2023-03-09 20:19:00,218760.37,USD,ACH,AE,Crypto Exchange,0,37.48
TXN0000127,CUST00313,2023-05-09 02:23:00,1677.89,USD,Wire Transfer,RU,Travel,0,47.6
TXN0000128,CUST00202,2023-04-30 13:41:00,108.89,USD,Cash Deposit,RU,Retail,0,32.57
TXN0000129,CUST00452,2023-02-09 04:37:00,31842.38,USD,Wire Transfer,US,Travel,1,32.25
TXN0000130,CUST00255,2023-08-05 22:08:00,85.75,USD,Cash Deposit,BR,Gaming,0,44.93
TXN0000131,CUST00300,2023-02-22 03:20:00,20.84,USD,Cash Withdrawal,US,Healthcare,0,24.32
TXN0000132,CUST00383,2023-12-13 04:04:00,808.8,USD,ACH,NG,Retail,0,41.24
TXN0000133,CUST00157,2023-08-14 11:46:00,488.25,USD,POS,RU,Restaurant,0,28.82
TXN0000134,CUST00355,2023-04-22 02:57:00,7.37,USD,Online Transfer,DE,Healthcare,0,26.16
TXN0000135,CUST00381,2023-07-16 11:27:00,3069.35,USD,Wire Transfer,NG,Retail,0,42.84
TXN0000136,CUST00482,2023-11-04 23:38:00,225.67,USD,ACH,CN,Travel,0,15.04
TXN0000137,CUST00442,2023-12-04 09:13:00,10088.74,USD,Wire Transfer,MX,Crypto Exchange,0,8.14
TXN0000138,CUST00379,2023-05-03 15:24:00,415.29,USD,Online Transfer,US,Money Transfer,0,0.0
TXN0000139,CUST00123,2023-09-28 00:23:00,211.23,USD,Online Transfer,NG,Restaurant,0,59.87
TXN0000140,CUST00141,2023-12-16 05:48:00,1219.33,USD,Cash Withdrawal,UK,Healthcare,0,17.85
TXN0000141,CUST00259,2023-02-04 00:16:00,795.28,USD,Wire Transfer,US,Money Transfer,0,34.83
TXN0000142,CUST00189,2023-12-31 16:49:00,336.1,USD,POS,UK,Travel,0,42.1
TXN0000143,CUST00017,2023-10-02 17:39:00,49.36,USD,Cash Withdrawal,US,Gaming,0,22.4
TXN0000144,CUST00023,2023-07-20 18:40:00,8.2,USD,ACH,CN,Travel,0,3.42
TXN0000145,CUST00165,2023-06-08 22:27:00,407.21,USD,Online Transfer,NG,Retail,0,22.57
TXN0000146,CUST00010,2023-11-10 19:03:00,43.29,USD,Cash Withdrawal,US,Travel,0,20.79
TXN0000147,CUST00167,2023-03-03 00:45:00,2924.09,USD,Online Transfer,BR,Crypto Exchange,0,10.98
TXN0000148,CUST00290,2023-05-13 05:23:00,4292.27,USD,POS,CN,Healthcare,0,1.15
TXN0000149,CUST00092,2023-03-02 00:21:00,36.8,USD,Cash Deposit,BR,Travel,0,52.8
TXN0000150,CUST00241,2023-09-12 14:32:00,16.42,USD,POS,NG,Money Transfer,0,17.54
TXN0000151,CUST00025,2023-03-22 08:49:00,6524.53,USD,POS,US,Gaming,0,10.43
TXN0000152,CUST00337,2023-01-23 00:15:00,1188.26,USD,Online Transfer,CN,Crypto Exchange,0,17.87
TXN0000153,CUST00488,2023-04-02 01:35:00,299.04,USD,Cash Withdrawal,IN,Gaming,0,35.18
TXN0000154,CUST00158,2023-06-13 08:52:00,2679.29,USD,Cash Deposit,US,Crypto Exchange,0,5.05
TXN0000155,CUST00257,2023-01-27 05:14:00,9040.85,USD,Wire Transfer,CN,Retail,0,59.45
TXN0000156,CUST00220,2023-06-09 10:05:00,49.96,USD,Cash Withdrawal,MX,Retail,0,13.4
TXN0000157,CUST00007,2023-10-16 09:47:00,532.01,USD,Cash Deposit,US,Money Transfer,0,11.99
TXN0000158,CUST00050,2023-10-07 07:09:00,659.71,USD,ACH,BR,Money Transfer,1,0.0
TXN0000159,CUST00162,2023-06-27 20:53:00,291.21,USD,Wire Transfer,US,Healthcare,0,19.52
TXN0000160,CUST00144,2023-06-07 03:13:00,99.92,USD,Online Transfer,DE,Gaming,0,8.7
TXN0000161,CUST00229,2023-01-31 04:45:00,30.13,USD,Cash Withdrawal,CN,Healthcare,0,29.44
TXN0000162,CUST00281,2023-07-10 14:47:00,3325.59,USD,POS,DE,Retail,0,22.94
TXN0000163,CUST00359,2023-07-21 02:37:00,2091.54,USD,POS,US,Gaming,0,0.27
TXN0000164,CUST00194,2023-06-11 12:44:00,241441.33,USD,Cash Deposit,UK,Crypto Exchange,0,50.58
TXN0000165,CUST00093,2023-04-30 02:12:00,223343.64,USD,Cash Deposit,DE,Retail,0,56.25
TXN0000166,CUST00323,2023-06-10 13:07:00,9.38,USD,ACH,DE,Healthcare,0,12.94
TXN0000167,CUST00318,2023-08-26 08:54:00,140.14,USD,ACH,DE,Healthcare,0,4.27
TXN0000168,CUST00392,2023-01-21 06:53:00,232.56,USD,Online Transfer,RU,Gaming,0,29.01
TXN0000169,CUST00291,2023-07-02 12:32:00,20828.7,USD,Wire Transfer,RU,Gaming,0,53.03
TXN0000170,CUST00201,2023-08-20 17:47:00,123.38,USD,Wire Transfer,IN,Retail,0,22.55
TXN0000171,CUST00389,2023-03-13 03:00:00,333.24,USD,Cash Withdrawal,US,Gaming,1,66.14
TXN0000172,CUST00485,2023-11-19 20:05:00,97.56,USD,Cash Withdrawal,DE,Crypto Exchange,0,26.58
TXN0000173,CUST00138,2023-02-03 06:57:00,133.28,USD,Wire Transfer,US,Healthcare,0,8.93
TXN0000174,CUST00062,2023-08-25 01:10:00,519.64,USD,Cash Deposit,US,Money Transfer,0,15.55
TXN0000175,CUST00068,2023-01-16 12:43:00,520.06,USD,Online Transfer,DE,Crypto Exchange,0,11.63
TXN0000176,CUST00070,2023-03-18 01:39:00,519.33,USD,Cash Deposit,DE,Gaming,0,34.16
TXN0000177,CUST00344,2023-07-30 17:30:00,79.67,USD,Online Transfer,UK,Gaming,0,7.51
TXN0000178,CUST00253,2023-09-27 07:40:00,61.91,USD,Online Transfer,MX,Restaurant,0,13.03
TXN0000179,CUST00039,2023-07-03 15:34:00,190.8,USD,Wire Transfer,AE,Crypto Exchange,1,66.8
TXN0000180,CUST00416,2023-01-14 10:38:00,1049.44,USD,Cash Withdrawal,UK,Healthcare,0,11.0
TXN0000181,CUST00401,2023-08-30 16:22:00,1833.7,USD,Cash Deposit,US,Retail,0,24.18
TXN0000182,CUST00118,2023-05-17 17:52:00,3684.69,USD,ACH,RU,Travel,0,0.0
TXN0000183,CUST00260,2023-04-23 18:54:00,206.96,USD,Wire Transfer,BR,Healthcare,0,29.86
TXN0000184,CUST00010,2023-10-31 10:51:00,250.55,USD,ACH,US,Crypto Exchange,0,18.92
TXN0000185,CUST00219,2023-12-25 11:36:00,19.33,USD,POS,US,Healthcare,0,0.0
TXN0000186,CUST00318,2023-03-31 15:02:00,482.62,USD,Cash Withdrawal,CN,Gaming,0,14.99
TXN0000187,CUST00303,2023-09-27 15:00:00,460.87,USD,POS,US,Crypto Exchange,0,0.0
TXN0000188,CUST00176,2023-06-15 01:01:00,467.22,USD,Online Transfer,US,Travel,0,22.02
TXN0000189,CUST00323,2023-09-27 11:04:00,41.94,USD,ACH,BR,Retail,0,0.0
TXN0000190,CUST00304,2023-03-11 05:46:00,53.64,USD,Cash Deposit,UK,Healthcare,0,37.02
TXN0000191,CUST00088,2023-11-29 10:11:00,305.61,USD,Online Transfer,IN,Restaurant,0,0.0
TXN0000192,CUST00372,2023-10-29 05:24:00,4336.19,USD,Cash Deposit,US,Travel,0,7.61
TXN0000193,CUST00095,2023-01-01 22:36:00,141.74,USD,Cash Deposit,US,Retail,0,15.03
TXN0000194,CUST00465,2023-11-10 07:40:00,432.74,USD,ACH,NG,Money Transfer,1,65.24
TXN0000195,CUST00308,2023-02-09 07:22:00,5087.5,USD,ACH,UK,Retail,0,6.03
TXN0000196,CUST00472,2023-06-21 14:00:00,12438.54,USD,Online Transfer,RU,Gaming,0,24.33
TXN0000197,CUST00224,2023-05-12 03:46:00,3259.53,USD,Online Transfer,US,Gaming,0,39.88
TXN0000198,CUST00452,2023-07-13 11:34:00,108.33,USD,Cash Withdrawal,CN,Healthcare,0,20.08
TXN0000199,CUST00349,2023-10-23 20:48:00,97.5,USD,Cash Withdrawal,BR,Healthcare,0,17.71
TXN0000200,CUST00298,2023-06-13 08:06:00,259.03,USD,Wire Transfer,UK,Gaming,0,14.5
TXN0000201,CUST00395,2023-02-08 17:57:00,433.97,USD,Cash Withdrawal,US,Money Transfer,0,29.0
TXN0000202,CUST00447,2023-12-01 05:38:00,5.43,USD,Online Transfer,US,Gaming,0,18.75
TXN0000203,CUST00119,2023-04-16 06:26:00,9081.11,USD,Wire Transfer,US,Crypto Exchange,0,44.79
TXN0000204,CUST00098,2023-05-02 03:03:00,217.59,USD,Online Transfer,UK,Restaurant,0,0.0
TXN0000205,CUST00493,2023-07-04 00:27:00,196.23,USD,Cash Withdrawal,US,Money Transfer,0,45.88
TXN0000206,CUST00416,2023-04-16 05:40:00,391.99,USD,ACH,US,Retail,0,9.75
TXN0000207,CUST00465,2023-06-07 12:30:00,14.28,USD,Cash Withdrawal,MX,Restaurant,0,25.32
TXN0000208,CUST00070,2023-07-15 11:11:00,81.44,USD,Cash Withdrawal,US,Crypto Exchange,0,21.01
TXN0000209,CUST00120,2023-04-26 08:36:00,67.49,USD,Cash Withdrawal,DE,Retail,0,35.47
TXN0000210,CUST00329,2023-10-05 13:48:00,2375.33,USD,Online Transfer,UK,Restaurant,0,6.31
TXN0000211,CUST00455,2023-09-25 13:34:00,4469.75,USD,Wire Transfer,MX,Gaming,0,10.96
TXN0000212,CUST00108,2023-07-22 22:02:00,82.18,USD,Cash Withdrawal,UK,Restaurant,0,0.0
TXN0000213,CUST00171,2023-11-14 04:07:00,203.43,USD,POS,RU,Gaming,0,45.37
TXN0000214,CUST00288,2023-03-06 01:27:00,1238.36,USD,ACH,BR,Travel,0,36.58
TXN0000215,CUST00003,2023-11-18 04:53:00,4599.82,USD,Cash Withdrawal,US,Healthcare,0,22.74
TXN0000216,CUST00221,2023-10-12 12:35:00,35.96,USD,Wire Transfer,US,Crypto Exchange,0,25.06
TXN0000217,CUST00099,2023-01-07 22:39:00,9433.21,USD,POS,DE,Gaming,0,15.13
TXN0000218,CUST00106,2023-10-26 03:59:00,2275.84,USD,ACH,CN,Healthcare,0,20.88
TXN0000219,CUST00440,2023-10-02 11:56:00,708.51,USD,Wire Transfer,BR,Restaurant,0,11.67
TXN0000220,CUST00031,2023-05-22 12:09:00,107.06,USD,Cash Withdrawal,US,Travel,0,35.22
TXN0000221,CUST00196,2023-07-22 10:44:00,21.95,USD,Online Transfer,DE,Crypto Exchange,0,1.29
TXN0000222,CUST00118,2023-06-05 09:17:00,1206.35,USD,Wire Transfer,UK,Healthcare,0,36.5
TXN0000223,CUST00003,2023-04-27 04:19:00,2195.77,USD,Online Transfer,RU,Crypto Exchange,0,45.68
TXN0000224,CUST00290,2023-11-27 02:12:00,320.07,USD,Online Transfer,DE,Healthcare,0,8.25
TXN0000225,CUST00107,2023-09-22 11:52:00,160.18,USD,Cash Withdrawal,BR,Travel,0,36.61
TXN0000226,CUST00082,2023-09-26 18:01:00,23.27,USD,POS,DE,Healthcare,0,6.12
TXN0000227,CUST00262,2023-05-08 01:29:00,377.3,USD,ACH,MX,Crypto Exchange,0,18.98
TXN0000228,CUST00162,2023-11-22 03:43:00,2354.86,USD,Cash Withdrawal,CN,Crypto Exchange,0,32.95
TXN0000229,CUST00111,2023-04-01 15:37:00,138.29,USD,Cash Withdrawal,NG,Crypto Exchange,0,36.29
TXN0000230,CUST00213,2023-02-16 09:01:00,21.17,USD,Online Transfer,MX,Gaming,0,0.0
TXN0000231,CUST00430,2023-04-20 07:41:00,1815.66,USD,POS,BR,Restaurant,0,1.06
TXN0000232,CUST00143,2023-12-16 00:30:00,43.72,USD,Wire Transfer,MX,Travel,0,36.72
TXN0000233,CUST00445,2023-01-05 07:16:00,440.07,USD,ACH,NG,Travel,0,6.4
TXN0000234,CUST00482,2023-07-12 11:29:00,92.62,USD,Online Transfer,UK,Money Transfer,0,0.0
TXN0000235,CUST00383,2023-11-16 12:37:00,142.05,USD,Cash Deposit,RU,Healthcare,0,54.58
TXN0000236,CUST00242,2023-11-01 19:18:00,2636.49,USD,Cash Deposit,CN,Retail,0,27.18
TXN0000237,CUST00384,2023-05-22 20:20:00,21.41,USD,Cash Withdrawal,US,Travel,0,25.02
TXN0000238,CUST00321,2023-09-22 07:57:00,50282.13,USD,Cash Deposit,US,Healthcare,0,29.05
TXN0000239,CUST00253,2023-06-13 21:08:00,639.13,USD,POS,DE,Crypto Exchange,0,7.38
TXN0000240,CUST00495,2023-01-19 18:45:00,135.92,USD,Cash Withdrawal,DE,Healthcare,0,5.64
TXN0000241,CUST00003,2023-04-24 21:34:00,765.43,USD,ACH,UK,Crypto Exchange,0,0.0
TXN0000242,CUST00450,2023-03-29 21:56:00,4184.2,USD,POS,UK,Crypto Exchange,0,0.0
TXN0000243,CUST00241,2023-05-13 23:51:00,12966.37,USD,Wire Transfer,CN,Crypto Exchange,0,9.42
TXN0000244,CUST00391,2023-07-01 07:47:00,349.01,USD,Online Transfer,US,Money Transfer,0,0.0
TXN0000245,CUST00044,2023-10-27 09:29:00,55044.7,USD,Cash Deposit,DE,Restaurant,0,41.7
TXN0000246,CUST00005,2023-02-06 15:56:00,31.63,USD,POS,IN,Retail,0,0.0
TXN0000247,CUST00254,2023-06-02 13:03:00,367.7,USD,Online Transfer,DE,Crypto Exchange,0,3.94
TXN0000248,CUST00013,2023-08-23 04:20:00,29.36,USD,Cash Withdrawal,AE,Gaming,1,70.85
TXN0000249,CUST00112,2023-11-20 05:20:00,291.91,USD,Wire Transfer,CN,Healthcare,0,19.35
TXN0000250,CUST00404,2023-03-23 15:50:00,8078.27,USD,ACH,NG,Retail,0,24.27
TXN0000251,CUST00002,2023-11-21 13:25:00,184.46,USD,ACH,NG,Restaurant,1,14.72
TXN0000252,CUST00332,2023-01-08 10:48:00,416.72,USD,ACH,BR,Gaming,0,4.91
TXN0000253,CUST00373,2023-11-17 23:15:00,8.63,USD,Wire Transfer,RU,Retail,0,58.04
